,target
2023-06-29 06:09:24,86.4
2023-06-29 06:10:24,87.2
2023-06-29 06:11:24,86.2
2023-06-29 06:12:24,86.1
2023-06-29 06:13:24,87.6
2023-06-29 06:14:24,85.3
2023-06-29 06:15:24,86.6
2023-06-29 06:16:24,86.7
2023-06-29 06:17:24,85.6
2023-06-29 06:18:24,87.3
2023-06-29 06:19:24,87.4
2023-06-29 06:20:24,85.3
2023-06-29 06:21:24,86.4
2023-06-29 06:22:24,87.0
2023-06-29 06:23:24,84.9
2023-06-29 06:24:24,85.5
2023-06-29 06:25:24,85.9
2023-06-29 06:26:24,85.9
2023-06-29 06:27:24,87.3
2023-06-29 06:28:24,85.6
2023-06-29 06:29:24,86.3
2023-06-29 06:30:24,86.3
2023-06-29 06:31:24,87.7
2023-06-29 06:32:24,86.7
2023-06-29 06:33:24,85.5
2023-06-29 06:34:24,85.7
2023-06-29 06:35:24,86.2
2023-06-29 06:36:24,86.3
2023-06-29 06:37:24,87.5
2023-06-29 06:38:24,85.2
2023-06-29 06:39:24,87.2
2023-06-29 06:40:24,87.4
2023-06-29 06:41:24,85.9
2023-06-29 06:42:24,85.2
2023-06-29 06:43:24,86.0
2023-06-29 06:44:24,0.1
2023-06-29 06:45:24,34.5
2023-06-29 06:46:24,29.0
2023-06-29 06:47:24,33.8
2023-06-29 06:48:24,33.5
2023-06-29 06:49:24,30.8
2023-06-29 06:50:24,33.7
2023-06-29 06:51:24,43.6
2023-06-29 06:52:24,33.0
2023-06-29 06:53:24,36.2
2023-06-29 06:54:24,34.1
2023-06-29 06:55:24,29.1
2023-06-29 06:56:24,31.1
2023-06-29 06:57:24,27.1
2023-06-29 06:58:24,29.6
2023-06-29 06:59:24,31.8
2023-06-29 07:00:24,32.0
2023-06-29 07:01:24,32.3
2023-06-29 07:02:24,25.4
2023-06-29 07:03:24,32.6
2023-06-29 07:04:24,40.0
2023-06-29 07:05:24,27.9
2023-06-29 07:06:24,22.0
2023-06-29 07:07:24,33.2
2023-06-29 07:08:24,25.6
2023-06-29 07:09:24,30.7
2023-06-29 07:10:24,25.2
2023-06-29 07:11:24,36.4
2023-06-29 07:12:24,35.8
2023-06-29 07:13:24,31.0
2023-06-29 07:14:24,31.0
2023-06-29 07:15:24,38.4
2023-06-29 07:16:24,29.9
2023-06-29 07:17:24,29.3
2023-06-29 07:18:24,26.4
2023-06-29 07:19:24,34.3
2023-06-29 07:20:24,31.2
2023-06-29 07:21:24,29.8
2023-06-29 07:22:24,35.5
2023-06-29 07:23:24,30.3
2023-06-29 07:24:24,28.8
2023-06-29 07:25:24,37.5
2023-06-29 07:26:24,31.7
2023-06-29 07:27:24,25.5
2023-06-29 07:28:24,29.9
2023-06-29 07:29:24,33.5
2023-06-29 07:30:24,33.7
2023-06-29 07:31:24,30.1
2023-06-29 07:32:24,31.5
2023-06-29 07:33:24,31.8
2023-06-29 07:34:24,30.9
2023-06-29 07:35:24,30.7
2023-06-29 07:36:24,31.3
2023-06-29 07:37:24,30.6
2023-06-29 07:38:24,31.4
2023-06-29 07:39:24,35.5
2023-06-29 07:40:24,37.7
2023-06-29 07:41:24,27.6
2023-06-29 07:42:24,34.6
2023-06-29 07:43:24,0.0
2023-06-29 07:44:24,58.4
2023-06-29 07:45:24,59.3
2023-06-29 07:46:24,61.9
2023-06-29 07:47:24,61.8
2023-06-29 07:48:24,59.2
2023-06-29 07:49:24,59.9
2023-06-29 07:50:24,57.3
2023-06-29 07:51:24,61.0
2023-06-29 07:52:24,59.2
2023-06-29 07:53:24,61.0
2023-06-29 07:54:24,60.2
2023-06-29 07:55:24,59.2
2023-06-29 07:56:24,61.9
2023-06-29 07:57:24,58.6
2023-06-29 07:58:24,60.9
2023-06-29 07:59:24,60.5
2023-06-29 08:00:24,61.6
2023-06-29 08:01:24,59.0
2023-06-29 08:02:24,62.2
2023-06-29 08:03:24,60.1
2023-06-29 08:04:24,57.8
2023-06-29 08:05:24,59.1
2023-06-29 08:06:24,61.3
2023-06-29 08:07:24,59.6
2023-06-29 08:08:24,59.5
2023-06-29 08:09:24,57.1
2023-06-29 08:10:24,61.7
2023-06-29 08:11:24,61.0
2023-06-29 08:12:24,62.9
2023-06-29 08:13:24,60.7
2023-06-29 08:14:24,60.1
2023-06-29 08:15:24,59.4
2023-06-29 08:16:24,59.0
2023-06-29 08:17:24,58.7
2023-06-29 08:18:24,61.8
2023-06-29 08:19:24,59.4
2023-06-29 08:20:24,59.8
2023-06-29 08:21:24,63.2
2023-06-29 08:22:24,57.8
2023-06-29 08:23:24,58.8
2023-06-29 08:24:24,56.8
2023-06-29 08:25:24,60.6
2023-06-29 08:26:24,60.8
2023-06-29 08:27:24,60.5
2023-06-29 08:28:24,62.5
2023-06-29 08:29:24,61.4
2023-06-29 08:30:24,60.7
2023-06-29 08:31:24,59.1
2023-06-29 08:32:24,62.3
2023-06-29 08:33:24,56.4
2023-06-29 08:34:24,59.3
2023-06-29 08:35:24,58.9
2023-06-29 08:36:24,59.6
2023-06-29 08:37:24,61.5
2023-06-29 08:38:24,61.0
2023-06-29 08:39:24,57.9
2023-06-29 08:40:24,58.2
2023-06-29 08:41:24,56.7
2023-06-29 08:42:24,0.0
2023-06-29 08:43:24,60.3
2023-06-29 08:44:24,60.9
2023-06-29 08:45:24,59.5
2023-06-29 08:46:24,57.1
2023-06-29 08:47:24,59.5
2023-06-29 08:48:24,56.8
2023-06-29 08:49:24,60.5
2023-06-29 08:50:24,57.7
2023-06-29 08:51:24,59.8
2023-06-29 08:52:24,56.6
2023-06-29 08:53:24,57.7
2023-06-29 08:54:24,60.0
2023-06-29 08:55:24,57.7
2023-06-29 08:56:24,61.0
2023-06-29 08:57:24,60.7
2023-06-29 08:58:24,58.9
2023-06-29 08:59:24,59.8
2023-06-29 09:00:24,58.4
2023-06-29 09:01:24,59.8
2023-06-29 09:02:24,57.4
2023-06-29 09:03:24,60.9
2023-06-29 09:04:24,56.5
2023-06-29 09:05:24,60.5
2023-06-29 09:06:24,62.0
2023-06-29 09:07:24,63.7
2023-06-29 09:08:24,61.2
2023-06-29 09:09:24,58.8
2023-06-29 09:10:24,62.1
2023-06-29 09:11:24,59.1
2023-06-29 09:12:24,61.2
2023-06-29 09:13:24,60.7
2023-06-29 09:14:24,59.9
2023-06-29 09:15:24,61.9
2023-06-29 09:16:24,55.4
2023-06-29 09:17:24,62.0
2023-06-29 09:18:24,56.1
2023-06-29 09:19:24,61.8
2023-06-29 09:20:24,60.2
2023-06-29 09:21:24,54.8
2023-06-29 09:22:24,58.9
2023-06-29 09:23:24,57.9
2023-06-29 09:24:24,62.8
2023-06-29 09:25:24,54.9
2023-06-29 09:26:24,56.3
2023-06-29 09:27:24,59.5
2023-06-29 09:28:24,58.2
2023-06-29 09:29:24,60.1
2023-06-29 09:30:24,62.6
2023-06-29 09:31:24,57.2
2023-06-29 09:32:24,63.4
2023-06-29 09:33:24,56.8
2023-06-29 09:34:24,61.9
2023-06-29 09:35:24,62.4
2023-06-29 09:36:24,64.3
2023-06-29 09:37:24,61.5
2023-06-29 09:38:24,57.7
2023-06-29 09:39:24,58.4
2023-06-29 09:40:24,61.2
2023-06-29 09:41:24,0.0
2023-06-29 09:42:24,83.7
2023-06-29 09:43:24,82.5
2023-06-29 09:44:24,83.2
2023-06-29 09:45:24,81.4
2023-06-29 09:46:24,81.8
2023-06-29 09:47:24,82.0
2023-06-29 09:48:24,83.4
2023-06-29 09:49:24,84.3
2023-06-29 09:50:24,83.1
2023-06-29 09:51:24,82.6
2023-06-29 09:52:24,82.2
2023-06-29 09:53:24,82.8
2023-06-29 09:54:24,82.4
2023-06-29 09:55:24,82.4
2023-06-29 09:56:24,81.3
2023-06-29 09:57:24,83.5
2023-06-29 09:58:24,82.0
2023-06-29 09:59:24,83.3
2023-06-29 10:00:24,82.3
2023-06-29 10:01:24,83.1
2023-06-29 10:02:24,83.9
2023-06-29 10:03:24,82.7
2023-06-29 10:04:24,82.3
2023-06-29 10:05:24,83.5
2023-06-29 10:06:24,82.4
2023-06-29 10:07:24,83.5
2023-06-29 10:08:24,82.8
2023-06-29 10:09:24,84.0
2023-06-29 10:10:24,82.5
2023-06-29 10:11:24,82.1
2023-06-29 10:12:24,81.2
2023-06-29 10:13:24,80.8
2023-06-29 10:14:24,81.5
2023-06-29 10:15:24,82.4
2023-06-29 10:16:24,81.8
2023-06-29 10:17:24,82.0
2023-06-29 10:18:24,82.5
2023-06-29 10:19:24,82.4
2023-06-29 10:20:24,82.1
2023-06-29 10:21:24,82.7
2023-06-29 10:22:24,83.0
2023-06-29 10:23:24,82.5
2023-06-29 10:24:24,81.3
2023-06-29 10:25:24,82.4
2023-06-29 10:26:24,82.9
2023-06-29 10:27:24,80.3
2023-06-29 10:28:24,81.3
2023-06-29 10:29:24,82.8
2023-06-29 10:30:24,80.7
2023-06-29 10:31:24,83.3
2023-06-29 10:32:24,83.5
2023-06-29 10:33:24,82.2
2023-06-29 10:34:24,80.5
2023-06-29 10:35:24,84.9
2023-06-29 10:36:24,82.0
2023-06-29 10:37:24,82.0
2023-06-29 10:38:24,81.1
2023-06-29 10:39:24,84.4
2023-06-29 10:40:24,0.0
2023-06-29 10:41:24,0.5
2023-06-29 10:42:24,7.5
2023-06-29 10:43:24,0.6
2023-06-29 10:44:24,0.0
2023-06-29 10:45:24,10.7
2023-06-29 10:46:24,0.0
2023-06-29 10:47:24,5.5
2023-06-29 10:48:24,11.3
2023-06-29 10:49:24,5.6
2023-06-29 10:50:24,14.5
2023-06-29 10:51:24,3.2
2023-06-29 10:52:24,6.9
2023-06-29 10:53:24,4.9
2023-06-29 10:54:24,12.1
2023-06-29 10:55:24,7.5
2023-06-29 10:56:24,11.9
2023-06-29 10:57:24,15.2
2023-06-29 10:58:24,4.9
2023-06-29 10:59:24,8.4
2023-06-29 11:00:24,5.5
2023-06-29 11:01:24,19.2
2023-06-29 11:02:24,7.2
2023-06-29 11:03:24,7.0
2023-06-29 11:04:24,6.5
2023-06-29 11:05:24,18.9
2023-06-29 11:06:24,7.9
2023-06-29 11:07:24,15.8
2023-06-29 11:08:24,4.5
2023-06-29 11:09:24,7.5
2023-06-29 11:10:24,4.5
2023-06-29 11:11:24,6.7
2023-06-29 11:12:24,16.2
2023-06-29 11:13:24,15.0
2023-06-29 11:14:24,9.9
2023-06-29 11:15:24,5.9
2023-06-29 11:16:24,20.8
2023-06-29 11:17:24,7.6
2023-06-29 11:18:24,9.3
2023-06-29 11:19:24,6.5
2023-06-29 11:20:24,0.0
2023-06-29 11:21:24,17.4
2023-06-29 11:22:24,14.5
2023-06-29 11:23:24,9.9
2023-06-29 11:24:24,9.0
2023-06-29 11:25:24,4.0
2023-06-29 11:26:24,8.6
2023-06-29 11:27:24,7.9
2023-06-29 11:28:24,4.9
2023-06-29 11:29:24,9.0
2023-06-29 11:30:24,7.0
2023-06-29 11:31:24,1.6
2023-06-29 11:32:24,7.5
2023-06-29 11:33:24,14.6
2023-06-29 11:34:24,3.7
2023-06-29 11:35:24,13.4
2023-06-29 11:36:24,6.5
2023-06-29 11:37:24,16.9
2023-06-29 11:38:24,8.6
2023-06-29 11:39:24,0.0
2023-06-29 11:40:24,44.4
2023-06-29 11:41:24,42.7
2023-06-29 11:42:24,46.6
2023-06-29 11:43:24,44.7
2023-06-29 11:44:24,44.9
2023-06-29 11:45:24,44.4
2023-06-29 11:46:24,44.6
2023-06-29 11:47:24,44.4
2023-06-29 11:48:24,45.2
2023-06-29 11:49:24,48.1
2023-06-29 11:50:24,46.9
2023-06-29 11:51:24,42.4
2023-06-29 11:52:24,45.8
2023-06-29 11:53:24,44.2
2023-06-29 11:54:24,42.4
2023-06-29 11:55:24,44.0
2023-06-29 11:56:24,39.8
2023-06-29 11:57:24,46.7
2023-06-29 11:58:24,50.2
2023-06-29 11:59:24,48.1
2023-06-29 12:00:24,47.6
2023-06-29 12:01:24,41.5
2023-06-29 12:02:24,48.8
2023-06-29 12:03:24,45.7
2023-06-29 12:04:24,47.7
2023-06-29 12:05:24,42.6
2023-06-29 12:06:24,48.4
2023-06-29 12:07:24,38.7
2023-06-29 12:08:24,43.7
2023-06-29 12:09:24,37.7
2023-06-29 12:10:24,49.7
2023-06-29 12:11:24,44.7
2023-06-29 12:12:24,44.7
2023-06-29 12:13:24,44.6
2023-06-29 12:14:24,49.0
2023-06-29 12:15:24,49.2
2023-06-29 12:16:24,45.1
2023-06-29 12:17:24,42.4
2023-06-29 12:18:24,45.1
2023-06-29 12:19:24,47.1
2023-06-29 12:20:24,47.0
2023-06-29 12:21:24,44.0
2023-06-29 12:22:24,45.5
2023-06-29 12:23:24,40.8
2023-06-29 12:24:24,40.5
2023-06-29 12:25:24,39.6
2023-06-29 12:26:24,45.1
2023-06-29 12:27:24,47.2
2023-06-29 12:28:24,45.1
2023-06-29 12:29:24,45.2
2023-06-29 12:30:24,50.6
2023-06-29 12:31:24,45.9
2023-06-29 12:32:24,46.3
2023-06-29 12:33:24,45.7
2023-06-29 12:34:24,40.9
2023-06-29 12:35:24,46.6
2023-06-29 12:36:24,42.7
2023-06-29 12:37:24,46.9
2023-06-29 12:38:24,0.2
2023-06-29 12:39:24,54.5
2023-06-29 12:40:24,46.6
2023-06-29 12:41:24,53.6
2023-06-29 12:42:24,53.3
2023-06-29 12:43:24,50.4
2023-06-29 12:44:24,56.5
2023-06-29 12:45:24,53.6
2023-06-29 12:46:24,54.1
2023-06-29 12:47:24,53.4
2023-06-29 12:48:24,54.9
2023-06-29 12:49:24,55.9
2023-06-29 12:50:24,52.7
2023-06-29 12:51:24,52.9
2023-06-29 12:52:24,51.5
2023-06-29 12:53:24,53.9
2023-06-29 12:54:24,52.4
2023-06-29 12:55:24,53.1
2023-06-29 12:56:24,46.8
2023-06-29 12:57:24,50.3
2023-06-29 12:58:24,54.5
2023-06-29 12:59:24,53.9
2023-06-29 13:00:24,53.4
2023-06-29 13:01:24,50.3
2023-06-29 13:02:24,54.9
2023-06-29 13:03:24,55.1
2023-06-29 13:04:24,53.8
2023-06-29 13:05:24,53.4
2023-06-29 13:06:24,54.6
2023-06-29 13:07:24,51.9
2023-06-29 13:08:24,52.2
2023-06-29 13:09:24,53.5
2023-06-29 13:10:24,52.1
2023-06-29 13:11:24,52.4
2023-06-29 13:12:24,52.9
2023-06-29 13:13:24,53.7
2023-06-29 13:14:24,49.2
2023-06-29 13:15:24,54.3
2023-06-29 13:16:24,54.4
2023-06-29 13:17:24,54.4
2023-06-29 13:18:24,54.5
2023-06-29 13:19:24,52.9
2023-06-29 13:20:24,50.9
2023-06-29 13:21:24,47.9
2023-06-29 13:22:24,49.4
2023-06-29 13:23:24,51.6
2023-06-29 13:24:24,55.4
2023-06-29 13:25:24,51.4
2023-06-29 13:26:24,58.9
2023-06-29 13:27:24,53.7
2023-06-29 13:28:24,51.8
2023-06-29 13:29:24,54.9
2023-06-29 13:30:24,54.8
2023-06-29 13:31:24,52.4
2023-06-29 13:32:24,53.3
2023-06-29 13:33:24,53.6
2023-06-29 13:34:24,52.9
2023-06-29 13:35:24,50.8
2023-06-29 13:36:24,53.6
2023-06-29 13:37:24,0.0
2023-06-29 13:38:24,91.3
2023-06-29 13:39:24,92.2
2023-06-29 13:40:24,92.8
2023-06-29 13:41:24,91.5
2023-06-29 13:42:24,92.5
2023-06-29 13:43:24,92.0
2023-06-29 13:44:24,92.0
2023-06-29 13:45:24,92.3
2023-06-29 13:46:24,92.5
2023-06-29 13:47:24,92.1
2023-06-29 13:48:24,91.8
2023-06-29 13:49:24,92.4
2023-06-29 13:50:24,91.7
2023-06-29 13:51:24,93.5
2023-06-29 13:52:24,91.4
2023-06-29 13:53:24,92.2
2023-06-29 13:54:24,92.9
2023-06-29 13:55:24,91.7
2023-06-29 13:56:24,92.2
2023-06-29 13:57:24,92.2
2023-06-29 13:58:24,92.5
2023-06-29 13:59:24,91.6
2023-06-29 14:00:24,92.8
2023-06-29 14:01:24,92.5
2023-06-29 14:02:24,91.3
2023-06-29 14:03:24,92.2
2023-06-29 14:04:24,92.2
2023-06-29 14:05:24,92.8
2023-06-29 14:06:24,92.5
2023-06-29 14:07:24,92.6
2023-06-29 14:08:24,92.5
2023-06-29 14:09:24,92.7
2023-06-29 14:10:24,91.8
2023-06-29 14:11:24,92.1
2023-06-29 14:12:24,92.7
2023-06-29 14:13:24,91.7
2023-06-29 14:14:24,92.2
2023-06-29 14:15:24,92.3
2023-06-29 14:16:24,92.2
2023-06-29 14:17:24,91.1
2023-06-29 14:18:24,92.7
2023-06-29 14:19:24,92.3
2023-06-29 14:20:24,92.6
2023-06-29 14:21:24,91.8
2023-06-29 14:22:24,92.0
2023-06-29 14:23:24,92.3
2023-06-29 14:24:24,92.1
2023-06-29 14:25:24,92.3
2023-06-29 14:26:24,92.1
2023-06-29 14:27:24,92.1
2023-06-29 14:28:24,92.4
2023-06-29 14:29:24,92.1
2023-06-29 14:30:24,92.6
2023-06-29 14:31:24,92.1
2023-06-29 14:32:24,92.1
2023-06-29 14:33:24,92.6
2023-06-29 14:34:24,91.8
2023-06-29 14:35:24,92.4
2023-06-29 14:36:24,0.0
2023-06-29 14:37:24,35.6
2023-06-29 14:38:24,41.3
2023-06-29 14:39:24,35.6
2023-06-29 14:40:24,33.4
2023-06-29 14:41:24,35.6
2023-06-29 14:42:24,37.2
2023-06-29 14:43:24,36.8
2023-06-29 14:44:24,41.7
2023-06-29 14:45:24,37.7
2023-06-29 14:46:24,42.2
2023-06-29 14:47:24,37.6
2023-06-29 14:48:24,39.7
2023-06-29 14:49:24,42.0
2023-06-29 14:50:24,40.7
2023-06-29 14:51:24,38.9
2023-06-29 14:52:24,40.0
2023-06-29 14:53:24,37.4
2023-06-29 14:54:24,37.9
2023-06-29 14:55:24,33.3
2023-06-29 14:56:24,41.6
2023-06-29 14:57:24,35.4
2023-06-29 14:58:24,38.6
2023-06-29 14:59:24,36.1
2023-06-29 15:00:24,35.6
2023-06-29 15:01:24,39.7
2023-06-29 15:02:24,35.1
2023-06-29 15:03:24,39.2
2023-06-29 15:04:24,35.3
2023-06-29 15:05:24,36.6
2023-06-29 15:06:24,41.1
2023-06-29 15:07:24,36.7
2023-06-29 15:08:24,34.0
2023-06-29 15:09:24,37.6
2023-06-29 15:10:24,38.4
2023-06-29 15:11:24,37.9
2023-06-29 15:12:24,35.9
2023-06-29 15:13:24,34.8
2023-06-29 15:14:24,40.7
2023-06-29 15:15:24,39.5
2023-06-29 15:16:24,39.4
2023-06-29 15:17:24,35.0
2023-06-29 15:18:24,35.1
2023-06-29 15:19:24,37.3
2023-06-29 15:20:24,39.5
2023-06-29 15:21:24,38.9
2023-06-29 15:22:24,36.7
2023-06-29 15:23:24,40.6
2023-06-29 15:24:24,34.4
2023-06-29 15:25:24,34.7
2023-06-29 15:26:24,41.2
2023-06-29 15:27:24,33.1
2023-06-29 15:28:24,40.7
2023-06-29 15:29:24,42.1
2023-06-29 15:30:24,39.6
2023-06-29 15:31:24,38.1
2023-06-29 15:32:24,31.7
2023-06-29 15:33:24,35.6
2023-06-29 15:34:24,36.0
2023-06-29 15:35:24,0.0
2023-06-29 15:36:24,21.9
2023-06-29 15:37:24,26.2
2023-06-29 15:38:24,25.9
2023-06-29 15:39:24,21.9
2023-06-29 15:40:24,24.2
2023-06-29 15:41:24,16.3
2023-06-29 15:42:24,27.1
2023-06-29 15:43:24,24.3
2023-06-29 15:44:24,22.4
2023-06-29 15:45:24,28.1
2023-06-29 15:46:24,31.0
2023-06-29 15:47:24,31.4
2023-06-29 15:48:24,24.8
2023-06-29 15:49:24,28.5
2023-06-29 15:50:24,30.0
2023-06-29 15:51:24,37.3
2023-06-29 15:52:24,24.0
2023-06-29 15:53:24,25.7
2023-06-29 15:54:24,21.7
2023-06-29 15:55:24,18.1
2023-06-29 15:56:24,23.8
2023-06-29 15:57:24,23.7
2023-06-29 15:58:24,21.8
2023-06-29 15:59:24,21.8
2023-06-29 16:00:24,18.4
2023-06-29 16:01:24,15.1
2023-06-29 16:02:24,29.9
2023-06-29 16:03:24,27.0
2023-06-29 16:04:24,24.1
2023-06-29 16:05:24,16.9
2023-06-29 16:06:24,21.4
2023-06-29 16:07:24,23.1
2023-06-29 16:08:24,25.3
2023-06-29 16:09:24,27.5
2023-06-29 16:10:24,24.6
2023-06-29 16:11:24,19.6
2023-06-29 16:12:24,19.4
2023-06-29 16:13:24,18.9
2023-06-29 16:14:24,25.1
2023-06-29 16:15:24,19.5
2023-06-29 16:16:24,26.6
2023-06-29 16:17:24,26.4
2023-06-29 16:18:24,18.9
2023-06-29 16:19:24,28.9
2023-06-29 16:20:24,26.1
2023-06-29 16:21:24,25.9
2023-06-29 16:22:24,29.1
2023-06-29 16:23:24,20.0
2023-06-29 16:24:24,20.1
2023-06-29 16:25:24,27.3
2023-06-29 16:26:24,28.5
2023-06-29 16:27:24,15.4
2023-06-29 16:28:24,23.5
2023-06-29 16:29:24,30.3
2023-06-29 16:30:24,22.5
2023-06-29 16:31:24,20.3
2023-06-29 16:32:24,24.1
2023-06-29 16:33:24,23.7
2023-06-29 16:34:24,0.0
2023-06-29 16:35:24,4.6
2023-06-29 16:36:24,24.7
2023-06-29 16:37:24,6.2
2023-06-29 16:38:24,15.3
2023-06-29 16:39:24,10.8
2023-06-29 16:40:24,13.4
2023-06-29 16:41:24,3.0
2023-06-29 16:42:24,7.6
2023-06-29 16:43:24,12.0
2023-06-29 16:44:24,4.6
2023-06-29 16:45:24,18.6
2023-06-29 16:46:24,16.1
2023-06-29 16:47:24,16.6
2023-06-29 16:48:24,5.5
2023-06-29 16:49:24,11.8
2023-06-29 16:50:24,0.0
2023-06-29 16:51:24,11.9
2023-06-29 16:52:24,5.4
2023-06-29 16:53:24,9.9
2023-06-29 16:54:24,14.5
2023-06-29 16:55:24,21.0
2023-06-29 16:56:24,13.0
2023-06-29 16:57:24,8.1
2023-06-29 16:58:24,7.3
2023-06-29 16:59:24,10.1
2023-06-29 17:00:24,7.6
2023-06-29 17:01:24,26.5
2023-06-29 17:02:24,18.1
2023-06-29 17:03:24,7.9
2023-06-29 17:04:24,14.3
2023-06-29 17:05:24,18.1
2023-06-29 17:06:24,12.4
2023-06-29 17:07:24,11.5
2023-06-29 17:08:24,11.1
2023-06-29 17:09:24,14.0
2023-06-29 17:10:24,7.7
2023-06-29 17:11:24,7.6
2023-06-29 17:12:24,12.6
2023-06-29 17:13:24,26.5
2023-06-29 17:14:24,5.5
2023-06-29 17:15:24,11.3
2023-06-29 17:16:24,1.9
2023-06-29 17:17:24,15.7
2023-06-29 17:18:24,24.6
2023-06-29 17:19:24,14.6
2023-06-29 17:20:24,0.1
2023-06-29 17:21:24,3.3
2023-06-29 17:22:24,9.6
2023-06-29 17:23:24,13.0
2023-06-29 17:24:24,11.8
2023-06-29 17:25:24,8.2
2023-06-29 17:26:24,3.7
2023-06-29 17:27:24,4.7
2023-06-29 17:28:24,9.4
2023-06-29 17:29:24,31.2
2023-06-29 17:30:24,9.0
2023-06-29 17:31:24,5.2
2023-06-29 17:32:24,7.7
2023-06-29 17:33:24,12.5
2023-06-29 17:34:24,62.1
2023-06-29 17:35:24,59.9
2023-06-29 17:36:24,61.6
2023-06-29 17:37:24,62.7
2023-06-29 17:38:24,60.0
2023-06-29 17:39:24,60.8
2023-06-29 17:40:24,60.0
2023-06-29 17:41:24,63.6
2023-06-29 17:42:24,62.5
2023-06-29 17:43:24,61.0
2023-06-29 17:44:24,61.8
2023-06-29 17:45:24,62.3
2023-06-29 17:46:24,61.6
2023-06-29 17:47:24,62.5
2023-06-29 17:48:24,66.7
2023-06-29 17:49:24,59.3
2023-06-29 17:50:24,64.2
2023-06-29 17:51:24,60.0
2023-06-29 17:52:24,62.6
2023-06-29 17:53:24,61.5
2023-06-29 17:54:24,58.9
2023-06-29 17:55:24,62.0
2023-06-29 17:56:24,63.6
2023-06-29 17:57:24,67.7
2023-06-29 17:58:24,60.3
2023-06-29 17:59:24,59.6
2023-06-29 18:00:24,59.0
2023-06-29 18:01:24,62.8
2023-06-29 18:02:24,62.3
2023-06-29 18:03:24,61.7
2023-06-29 18:04:24,61.4
2023-06-29 18:05:24,59.1
2023-06-29 18:06:24,60.4
2023-06-29 18:07:24,60.1
2023-06-29 18:08:24,56.5
2023-06-29 18:09:24,58.3
2023-06-29 18:10:24,58.8
2023-06-29 18:11:24,59.9
2023-06-29 18:12:24,59.3
2023-06-29 18:13:24,61.1
2023-06-29 18:14:24,60.6
2023-06-29 18:15:24,57.8
2023-06-29 18:16:24,61.0
2023-06-29 18:17:24,61.1
2023-06-29 18:18:24,60.1
2023-06-29 18:19:24,58.1
2023-06-29 18:20:24,62.4
2023-06-29 18:21:24,59.9
2023-06-29 18:22:24,62.3
2023-06-29 18:23:24,58.9
2023-06-29 18:24:24,60.8
2023-06-29 18:25:24,61.9
2023-06-29 18:26:24,62.9
2023-06-29 18:27:24,64.4
2023-06-29 18:28:24,62.5
2023-06-29 18:29:24,59.6
2023-06-29 18:30:24,56.5
2023-06-29 18:31:24,59.1
2023-06-29 18:32:24,0.0
2023-06-29 18:33:24,29.5
2023-06-29 18:34:24,24.4
2023-06-29 18:35:24,34.5
2023-06-29 18:36:24,18.6
2023-06-29 18:37:24,29.8
2023-06-29 18:38:24,31.1
2023-06-29 18:39:24,16.5
2023-06-29 18:40:24,33.3
2023-06-29 18:41:24,31.7
2023-06-29 18:42:24,31.1
2023-06-29 18:43:24,29.0
2023-06-29 18:44:24,29.5
2023-06-29 18:45:24,27.8
2023-06-29 18:46:24,34.7
2023-06-29 18:47:24,26.3
2023-06-29 18:48:24,37.3
2023-06-29 18:49:24,37.3
2023-06-29 18:50:24,35.6
2023-06-29 18:51:24,34.8
2023-06-29 18:52:24,27.7
2023-06-29 18:53:24,19.8
2023-06-29 18:54:24,35.5
2023-06-29 18:55:24,36.3
2023-06-29 18:56:24,31.2
2023-06-29 18:57:24,34.3
2023-06-29 18:58:24,33.7
2023-06-29 18:59:24,23.2
2023-06-29 19:00:24,32.5
2023-06-29 19:01:24,34.3
2023-06-29 19:02:24,29.2
2023-06-29 19:03:24,33.0
2023-06-29 19:04:24,36.6
2023-06-29 19:05:24,29.4
2023-06-29 19:06:24,21.6
2023-06-29 19:07:24,24.0
2023-06-29 19:08:24,35.0
2023-06-29 19:09:24,25.5
2023-06-29 19:10:24,29.2
2023-06-29 19:11:24,41.7
2023-06-29 19:12:24,30.3
2023-06-29 19:13:24,32.1
2023-06-29 19:14:24,27.8
2023-06-29 19:15:24,33.2
2023-06-29 19:16:24,29.9
2023-06-29 19:17:24,36.2
2023-06-29 19:18:24,35.8
2023-06-29 19:19:24,25.8
2023-06-29 19:20:24,26.2
2023-06-29 19:21:24,41.2
2023-06-29 19:22:24,39.2
2023-06-29 19:23:24,27.1
2023-06-29 19:24:24,31.9
2023-06-29 19:25:24,40.1
2023-06-29 19:26:24,37.6
2023-06-29 19:27:24,32.5
2023-06-29 19:28:24,26.9
2023-06-29 19:29:24,24.0
2023-06-29 19:30:24,27.0
2023-06-29 19:31:24,0.1
2023-06-29 19:32:24,12.3
2023-06-29 19:33:24,17.5
2023-06-29 19:34:24,13.9
2023-06-29 19:35:24,16.4
2023-06-29 19:36:24,20.0
2023-06-29 19:37:24,9.2
2023-06-29 19:38:24,9.6
2023-06-29 19:39:24,5.2
2023-06-29 19:40:24,13.6
2023-06-29 19:41:24,11.1
2023-06-29 19:42:24,13.0
2023-06-29 19:43:24,16.9
2023-06-29 19:44:24,4.9
2023-06-29 19:45:24,16.7
2023-06-29 19:46:24,16.4
2023-06-29 19:47:24,15.5
2023-06-29 19:48:24,4.2
2023-06-29 19:49:24,20.3
2023-06-29 19:50:24,23.9
2023-06-29 19:51:24,10.5
